frequency,quantity
3,0.01008652
3,0.01008652
2,0.03400545
3,0.0171311
4,0.02812742
5,0.0328052
6,0.01388889
7,0.02498482
9,0.05948561
10,0.01636183
11,0.03636139
12,0.01884917
13,0.01303767
14,0.02339542
2,0.04039596
4,0.02700308
5,0.03531075
7,0.04212933
8,0.01132769
9,0.05768077
11,0.0338465
12,0.02215555
14,0.02791563
15,0.01840811
0,0.01299145
1,0.01586697
2,0.04775495
4,0.02156149
5,0.04988241
6,0.01843065
7,0.0492835
8,0.02310873
9,0.07644991
11,0.02604141
12,0.02817395
14,0.0306078
16,0.01640318
2,0.03736307
3,0.02587
4,0.03456334
5,0.04484174
6,0.01556578
7,0.02988353
9,0.06331614
10,0.02193216
11,0.03232029
12,0.02787859
13,0.01233998
14,0.02010437
16,0.01059261
2,0.04251353
3,0.01968246
4,0.03068169
5,0.04718641
6,0.01785105
7,0.03528721
9,0.06543206
10,0.01119572
11,0.02862073
12,0.02846063
13,0.01302098
14,0.03075231
15,0.01311562
16,0.0183369
0,0.01144551
1,0.01328333
2,0.04267788
3,0.0261257
4,0.03940199
5,0.04186895
6,0.01333165
7,0.03686891
9,0.06290196
10,0.02026204
11,0.03854623
12,0.02916887
13,0.01860505
14,0.02242819
16,0.01165759
2,0.04077575
3,0.02925257
4,0.03850696
5,0.04860914
6,0.01665391
7,0.03491375
9,0.06181613
10,0.02395412
11,0.0379179
12,0.028674
13,0.01226963
14,0.02677763
0,0.0209295
1,0.02417126
2,0.05920836
4,0.03198188
5,0.05485093
6,0.01832734
7,0.05582463
8,0.02205774
9,0.08006644
11,0.03168522
12,0.03439959
14,0.04193025
15,0.01143043
16,0.01387464
1,0.01033113
2,0.04486237
3,0.01513681
4,0.02764533
5,0.0589645
6,0.01783198
7,0.05785109
8,0.01557907
9,0.06678103
10,0.01501574
11,0.02681718
12,0.04980109
13,0.01921974
14,0.05591648
15,0.01696185
16,0.01774877
19,0.01302941
0,0.0104795
1,0.01285798
2,0.04310884
3,0.02775659
4,0.03539853
5,0.05502002
6,0.01278894
7,0.05191119
9,0.05313649
10,0.03271466
11,0.03160636
12,0.04940607
13,0.01632065
14,0.03709874
2,0.03911744
3,0.03306452
4,0.03346135
5,0.05793963
6,0.01225055
7,0.05257858
8,0.01619922
9,0.05060067
10,0.04114266
11,0.03204893
12,0.04739003
14,0.04194579
2,0.04120783
3,0.02857055
4,0.02690761
5,0.05961245
7,0.06216237
9,0.03744359
10,0.04587688
11,0.01680155
12,0.06129414
13,0.01943777
14,0.04477966
15,0.01276127
17,0.01470735
18,0.01073702
0,0.01242468
1,0.01578311
2,0.04757979
3,0.02066629
5,0.07911181
6,0.02937436
7,0.08223502
8,0.01851726
9,0.04915177
10,0.03866531
12,0.05948233
13,0.01599643
14,0.03905058
15,0.01099533
0,0.01192851
1,0.01425635
2,0.043385
3,0.02928387
4,0.02780155
5,0.06167938
6,0.01166373
7,0.05888877
8,0.02293343
9,0.04978886
10,0.04369538
11,0.02101964
12,0.04230952
14,0.03301045
15,0.01251193
2,0.03943746
3,0.02736258
4,0.02543072
5,0.06129183
7,0.06528901
9,0.03826499
10,0.05077541
11,0.02130659
12,0.06132792
13,0.01959891
14,0.03993619
15,0.01318198
17,0.01310624
0,0.01517751
1,0.01839387
2,0.04744713
3,0.01500357
4,0.01243161
5,0.07215238
6,0.02605361
7,0.07896297
8,0.02036929
9,0.05293519
10,0.03507702
12,0.05926725
13,0.01674871
14,0.04229357
0,0.01023927
1,0.01263356
2,0.04115835
3,0.02844014
4,0.0278356
5,0.05986495
6,0.01266857
7,0.05889047
8,0.01866248
9,0.04825502
10,0.0422093
11,0.02732606
12,0.04359587
14,0.03568508
2,0.03418251
3,0.0333924
4,0.03326921
5,0.05577878
6,0.01046288
7,0.05983424
8,0.0181273
9,0.05090781
10,0.04091622
11,0.02593059
12,0.04787219
14,0.03306204
0,0.01839194
1,0.02155487
2,0.05173027
4,0.01720787
5,0.06750771
6,0.023737
7,0.080972
8,0.01895023
9,0.05447437
10,0.02690335
12,0.06408367
13,0.02040133
14,0.04995607
2,0.03989889
3,0.02454603
4,0.02593849
5,0.06236929
6,0.01421739
7,0.06785189
8,0.01105359
9,0.04579211
10,0.04144469
11,0.0244266
12,0.05400244
14,0.03516021
15,0.01196863
17,0.01252367
0,0.01231858
1,0.01376415
2,0.03818325
3,0.03494153
4,0.03532876
5,0.05216879
7,0.07665178
8,0.01499117
9,0.03849785
10,0.04866457
11,0.01686921
12,0.05384455
14,0.02448442
15,0.01630947
16,0.01066744
0,0.01768008
1,0.02101954
2,0.0487699
3,0.01470299
4,0.01042451
5,0.07598159
6,0.02613777
7,0.08755802
8,0.01231116
9,0.03518127
10,0.04948083
11,0.01470405
12,0.06428823
13,0.01529303
14,0.03554102
1,0.01049825
2,0.04001877
3,0.02526866
4,0.02273879
5,0.06548366
6,0.01502332
7,0.07288536
8,0.01640888
9,0.04418171
10,0.04387509
11,0.02179687
12,0.04728539
14,0.02684779
15,0.01521584
17,0.01278836
2,0.03642406
3,0.03080081
4,0.02998743
5,0.05776812
6,0.01061982
7,0.06321355
8,0.02177445
9,0.05047406
10,0.04134595
11,0.02228493
12,0.04030155
14,0.03296229
0,0.01176045
