frequency,quantity
8,0.0119011
10,0.01190145
11,0.01100227
14,0.01252836
8,0.0119011
10,0.01190145
11,0.01100227
14,0.01252836
2,0.01657117
4,0.01385123
5,0.010916
7,0.01535579
8,0.02571699
9,0.01445603
11,0.0162356
14,0.01048541
2,0.01657117
4,0.01385123
5,0.010916
7,0.01535579
8,0.02571699
9,0.01445603
11,0.0162356
14,0.01048541
2,0.03848459
3,0.03418242
4,0.02997696
5,0.04232157
7,0.03989481
9,0.04419714
10,0.04042516
11,0.02359608
12,0.02490648
14,0.03417765
0,0.01785689
1,0.0216094
2,0.05724136
3,0.02299825
5,0.0589738
6,0.01975987
7,0.05519995
8,0.01407717
9,0.03743248
10,0.03165773
12,0.0447059
13,0.01634921
14,0.04116179
1,0.01055455
2,0.05291298
3,0.03770833
4,0.0129484
5,0.06063022
6,0.01500163
7,0.03952034
8,0.01292084
9,0.03086214
10,0.04383016
11,0.01671192
12,0.03085762
14,0.02835719
15,0.02414042
16,0.01502558
17,0.01554757
18,0.01047387
0,0.01258084
1,0.01587598
2,0.05519246
3,0.03780763
4,0.03085283
5,0.05384806
6,0.01232509
7,0.03369056
8,0.01417507
9,0.0447027
10,0.03245877
11,0.02075029
12,0.02625164
14,0.03480738
16,0.01016208
2,0.0481787
3,0.02833144
4,0.03383533
5,0.04470976
6,0.01364198
7,0.03825288
9,0.05172381
10,0.02167448
11,0.02399298
12,0.02912248
13,0.01672305
14,0.03697486
2,0.0481787
3,0.02833144
4,0.03383533
5,0.04470976
6,0.01364198
7,0.03825288
9,0.05172381
10,0.02167448
11,0.02399298
12,0.02912248
13,0.01672305
14,0.03697486
2,0.04197647
3,0.0272222
4,0.03490769
5,0.04019065
6,0.01664174
7,0.03418626
9,0.05190922
10,0.01646511
11,0.03051833
12,0.02138702
13,0.01682443
14,0.0249804
16,0.01179588
2,0.04197647
3,0.0272222
4,0.03490769
5,0.04019065
6,0.01664174
7,0.03418626
9,0.05190922
10,0.01646511
11,0.03051833
12,0.02138702
13,0.01682443
14,0.0249804
