frequency,quantity
2,0.02784174
3,0.02581958
4,0.02544651
5,0.02079399
6,0.02305948
7,0.02020549
8,0.01348518
9,0.05376638
10,0.01587379
11,0.02280727
12,0.01338556
13,0.02572883
15,0.0155964
16,0.01281327
0,0.01123489
1,0.01445292
2,0.03455295
3,0.04481337
4,0.01774662
5,0.0760124
6,0.01294381
7,0.04005689
8,0.06777055
9,0.02323573
10,0.057052
11,0.01069287
12,0.01206739
13,0.03671142
14,0.01805002
15,0.04218929
0,0.01713691
1,0.02015709
2,0.03847963
3,0.05442601
4,0.01877378
5,0.06337307
6,0.01537345
7,0.02183684
8,0.1113451
9,0.02532178
10,0.05132505
11,0.02505225
13,0.04828618
15,0.02040852
16,0.0295553
18,0.01086111
0,0.01661221
1,0.01962675
2,0.04127581
3,0.05756563
5,0.04858811
6,0.03273782
7,0.02367213
8,0.1373295
9,0.01455998
10,0.03472105
11,0.04061907
13,0.03503308
14,0.01976133
15,0.01486221
16,0.03126098
18,0.01147588
2,0.02809539
3,0.06923725
4,0.03259476
5,0.08226939
6,0.01111281
7,0.01370997
8,0.159953
9,0.02348253
10,0.04005057
11,0.04806697
12,0.02188603
13,0.06201173
16,0.02771487
18,0.01126627
0,0.01478027
1,0.01817526
2,0.03745488
3,0.05627304
4,0.02252097
5,0.06832519
6,0.01839423
7,0.01567798
8,0.1681726
9,0.03101235
10,0.05016337
11,0.04212781
12,0.01678137
13,0.05875548
15,0.01072835
16,0.02655093
1,0.01267092
2,0.03659129
3,0.05550796
4,0.01041191
5,0.05312337
6,0.0412735
7,0.05442135
8,0.1238768
9,0.01991961
10,0.05464685
11,0.03574376
12,0.01391106
13,0.0452718
15,0.0185003
16,0.02803525
0,0.02395785
1,0.02681491
2,0.05194811
3,0.0385185
5,0.07005616
6,0.02929858
7,0.04915716
8,0.1056559
9,0.01586196
10,0.04843515
11,0.04534654
12,0.0256919
13,0.03600108
14,0.01232631
15,0.03459584
16,0.01978866
18,0.01419502
1,0.01056362
2,0.02898537
3,0.05679588
4,0.02783663
5,0.09079891
7,0.02897384
8,0.1367786
9,0.02266033
10,0.04806376
11,0.04162705
12,0.01865795
13,0.05821541
16,0.03085956
17,0.01555754
18,0.02213585
21,0.01047024
2,0.02307137
3,0.06137445
4,0.03211716
5,0.09297614
7,0.03201631
8,0.1357508
9,0.0328324
10,0.0641671
11,0.0317298
12,0.01113954
13,0.06350307
15,0.01655734
16,0.02017263
18,0.01522429
0,0.01615606
1,0.01893389
2,0.03816289
3,0.04194276
4,0.01760747
5,0.08723702
6,0.01503929
7,0.03611878
8,0.128561
9,0.04247641
10,0.08264169
11,0.01525317
13,0.06309856
14,0.01284155
15,0.02427253
16,0.01589059
18,0.01282585
2,0.02874985
3,0.04744337
4,0.01101919
5,0.05796161
6,0.04314824
7,0.05184496
8,0.1228131
9,0.01848739
10,0.05486105
11,0.03896994
12,0.01254773
13,0.05444371
15,0.01175167
16,0.02191223
2,0.02874985
3,0.04744337
4,0.01101919
5,0.05796161
6,0.04314824
7,0.05184496
8,0.1228131
9,0.01848739
10,0.05486105
11,0.03896994
12,0.01254773
13,0.05444371
15,0.01175167
16,0.02191223
2,0.02031012
3,0.06041962
4,0.03190827
5,0.08991365
7,0.02244639
8,0.1667713
9,0.0354656
10,0.06016158
11,0.04482238
12,0.0159699
13,0.07670968
16,0.02182737
18,0.01147974
0,0.01555767
1,0.01795165
2,0.03494034
3,0.0482195
4,0.02290226
5,0.06382333
6,0.01719534
7,0.01643669
8,0.1776007
9,0.03214991
10,0.05629155
11,0.04788363
12,0.01942005
13,0.0733643
16,0.01810845
0,0.01304038
1,0.01535413
2,0.03283434
3,0.04815787
5,0.05290725
6,0.04136933
7,0.04071302
8,0.1551061
9,0.02579097
10,0.05310854
11,0.04815178
12,0.01424174
13,0.06041238
14,0.01500123
16,0.01955885
0,0.02480617
1,0.02719314
2,0.04532855
3,0.03409434
5,0.07191456
6,0.03443689
7,0.03967151
8,0.1501225
10,0.04726959
11,0.04935188
12,0.0169248
13,0.05196892
14,0.01839643
15,0.01950842
18,0.01011877
2,0.02247907
3,0.06047979
4,0.03279496
5,0.08201293
6,0.01220036
7,0.01519583
8,0.1708606
9,0.03168003
10,0.04885771
11,0.05024292
12,0.02225408
13,0.06787063
16,0.02048797
18,0.01129226
0,0.01549056
1,0.01806263
2,0.03600999
3,0.04873988
4,0.02190793
5,0.08181649
6,0.01927042
7,0.02100842
8,0.1753234
9,0.03859306
10,0.06284387
11,0.03994863
12,0.01616829
13,0.0716296
16,0.01753266
1,0.01107929
2,0.0319794
3,0.0457649
5,0.05643639
6,0.04074717
7,0.04522891
8,0.1507387
9,0.01897915
10,0.05392195
11,0.04716605
12,0.01841881
13,0.06476271
16,0.02319728
19,0.01120671
34,0.01020032
0,0.02100115
1,0.02343934
2,0.04168157
3,0.03598634
5,0.06192328
6,0.03569628
7,0.04167675
8,0.1503573
10,0.04728854
11,0.05406093
12,0.01782677
13,0.05160158
14,0.02042337
15,0.01987067
18,0.01489748
0,0.01006026
1,0.01161967
2,0.02557353
3,0.06168406
4,0.03362783
5,0.08850596
7,0.02265782
8,0.1629672
9,0.02530188
10,0.05170035
11,0.04892297
12,0.0190137
13,0.06886524
16,0.02098842
18,0.01313595
1,0.01059986
2,0.02514972
3,0.04872268
4,0.02422015
5,0.07725441
6,0.01659264
7,0.01343241
8,0.1779778
9,0.03706438
10,0.05999698
11,0.04320729
12,0.01684818
13,0.06909246
16,0.01971096
18,0.01183499
2,0.02683353
3,0.04831354
4,0.01613634
5,0.05136042
6,0.04370088
7,0.06780709
8,0.1254503
9,0.01868484
10,0.05846192
11,0.03562667
12,0.02379969
13,0.06667608
15,0.01280451
16,0.02010579
0,0.02063973
1,0.02307578
2,0.04447496
3,0.02779827
5,0.0772747
6,0.03048564
7,0.06581887
8,0.1195051
9,0.0244071
10,0.03848697
11,0.03739732
12,0.04213123
13,0.05430264
15,0.02796226
18,0.01068504
0,0.02034123
1,0.02256541
2,0.04117954
3,0.02603812
5,0.08094312
6,0.02839983
7,0.07332101
8,0.1060629
9,0.02782831
10,0.04016295
11,0.03617718
12,0.04640114
13,0.04672129
15,0.02995042
2,0.02826921
3,0.03594365
4,0.01592144
5,0.08833589
6,0.01739317
7,0.05768321
8,0.1281006
9,0.028865
10,0.04421847
11,0.03202945
12,0.03001555
13,0.0660628
14,0.01534588
16,0.0232798
17,0.01625543
18,0.02039391
19,0.0119027
21,0.01227933
22,0.01012955
23,0.01482269
25,0.01071442
33,0.0103194
0,0.01105501
1,0.01239223
2,0.02650826
3,0.04523777
4,0.02957847
