20,0.01226301
21,0.01161154
26,0.01191883
27,0.0140448
28,0.01140246
29,0.01218643
20,0.01226301
21,0.01161154
26,0.01191883
27,0.0140448
28,0.01140246
29,0.01218643
23,0.03218737
25,0.01753923
27,0.0130959
29,0.011787
23,0.03218737
25,0.01753923
27,0.0130959
29,0.011787
19,0.01205959
21,0.01794203
22,0.02565257
23,0.01112856
26,0.02535053
27,0.02267325
28,0.01977027
29,0.01616657
30,0.01110098
20,0.01911985
21,0.01045913
24,0.02006234
25,0.01232614
26,0.01107258
27,0.03146184
28,0.01921142
29,0.01651339
31,0.01532797
22,0.01460105
23,0.01291092
25,0.01036163
26,0.02164003
28,0.01566503
29,0.01446203
19,0.01336945
21,0.0162839
22,0.01543041
25,0.01976846
26,0.02800148
27,0.02422393
28,0.02786855
29,0.01429952
30,0.01481559
33,0.01119088
26,0.02249993
27,0.02232822
28,0.01224907
29,0.01388286
30,0.01870208
31,0.01539701
33,0.01793726
20,0.01562793
25,0.01452574
26,0.03144724
27,0.02659834
31,0.01190091
32,0.01650945
20,0.01562793
25,0.01452574
26,0.03144724
27,0.02659834
31,0.01190091
32,0.01650945
21,0.01149731
22,0.02115405
23,0.01456999
25,0.01198246
27,0.02967199
28,0.01721846
29,0.0163686
21,0.01149731
22,0.02115405
23,0.01456999
25,0.01198246
27,0.02967199
28,0.01721846
29,0.0163686
18,0.01358659
20,0.01564989
26,0.01510561
27,0.01208687
28,0.02955903
18,0.01358659
20,0.01564989
26,0.01510561
27,0.01208687
28,0.02955903
17,0.01228724
19,0.0163864
23,0.01389886
24,0.02834037
26,0.03665404
27,0.01753091
28,0.02893241
29,0.03251678
30,0.02466585
20,0.01297168
22,0.01607021
24,0.0243404
25,0.03383347
26,0.01730062
27,0.01415525
28,0.01456003
29,0.01134858
31,0.02058003
33,0.01102234
34,0.01109546
20,0.01097963
25,0.01700101
27,0.01956348
28,0.02251067
29,0.02837675
31,0.01424267
20,0.01703201
25,0.0299651
27,0.0222112
28,0.0160854
29,0.02529458
20,0.01703201
25,0.0299651
27,0.0222112
28,0.0160854
29,0.02529458
23,0.01279361
25,0.03506769
26,0.03871652
27,0.03215229
30,0.01054579
31,0.01444508
34,0.01093806
23,0.01279361
25,0.03506769
26,0.03871652
27,0.03215229
30,0.01054579
31,0.01444508
34,0.01093806
18,0.01031281
20,0.01561594
21,0.01301049
22,0.01165991
25,0.0303488
26,0.03271148
27,0.01398333
29,0.01949146
18,0.01044798
19,0.0154629
20,0.01057293
25,0.02096463
26,0.02331209
18,0.01044798
19,0.0154629
20,0.01057293
25,0.02096463
26,0.02331209
18,0.01044798
19,0.0154629
20,0.01057293
25,0.02096463
26,0.02331209
20,0.01466695
21,0.01606552
23,0.01572653
25,0.01763504
26,0.02079706
28,0.01681245
29,0.01678673
31,0.01540263
20,0.01703335
21,0.01729259
24,0.01359182
25,0.01647002
26,0.01412386
27,0.01903335
28,0.01204382
21,0.01267942
24,0.01378075
25,0.01254332
26,0.01283513
27,0.01966581
29,0.01141917
33,0.01066195
20,0.01593578
22,0.01013557
25,0.02683836
26,0.01626187
20,0.01593578
22,0.01013557
25,0.02683836
26,0.01626187
21,0.01435707
25,0.0117121
28,0.01656877
21,0.01435707
25,0.0117121
28,0.01656877
19,0.01226469
25,0.01918608
26,0.02088154
27,0.01378994
28,0.01417977
31,0.01722573
24,0.01137678
25,0.02632374
26,0.02128758
28,0.01242878
24,0.01137678
25,0.02632374
26,0.02128758
28,0.01242878
24,0.01137678
25,0.02632374
26,0.02128758
28,0.01242878
21,0.01161506
25,0.0174816
26,0.01013337
29,0.01523336
24,0.01024742
28,0.01374739
30,0.01313022
24,0.01024742
28,0.01374739
30,0.01313022
24,0.01052743
25,0.02288111
26,0.01820799
28,0.01651145
30,0.0115061
25,0.02699725
27,0.01986044
28,0.01314459
29,0.01015025
25,0.02699725
27,0.01986044
28,0.01314459
29,0.01015025
19,0.01436949
25,0.01581121
26,0.01846393
28,0.01050819
20,0.01000769
21,0.01299976
22,0.0128063
27,0.01231097
28,0.01598648
29,0.01017716
20,0.01000769
21,0.01299976
22,0.0128063
27,0.01231097
28,0.01598648
29,0.01017716
17,0.01035278
25,0.01380976
26,0.03053354
27,0.02121991
30,0.01027782
19,0.01121287
25,0.01542849
26,0.02275628
28,0.01063885
30,0.01074191
19,0.01121287
25,0.01542849
26,0.02275628
28,0.01063885
30,0.01074191
27,0.01161199
28,0.01287325
27,0.01161199
28,0.01287325
26,0.01527346
28,0.0146989
25,0.0133087
26,0.01954932
28,0.01730089
30,0.01832248
25,0.0133087
26,0.01954932
28,0.01730089
30,0.01832248
21,0.01519657
