frequency,quantity
1,0.01023962
2,0.01770933
3,0.02249986
5,0.01035852
7,0.01530463
10,0.01331515
11,0.01425583
2,0.03570711
3,0.03463909
4,0.02191991
5,0.0425715
7,0.04644558
8,0.01828538
9,0.023206
10,0.05746463
11,0.01576513
12,0.03360443
13,0.01039912
14,0.01132621
15,0.02335908
16,0.01219253
17,0.01302531
0,0.0199597
1,0.02340406
2,0.0544339
3,0.02060261
5,0.06502459
6,0.01814566
7,0.05518861
8,0.0121113
9,0.02412834
10,0.06277449
11,0.02326872
12,0.0549568
13,0.01248464
14,0.03068085
15,0.02087027
17,0.01038741
0,0.0125644
1,0.01657253
2,0.05127995
3,0.03418358
5,0.08122604
6,0.02766223
7,0.06221768
8,0.01818685
9,0.03245221
10,0.0618972
11,0.01526086
12,0.04977164
14,0.02360802
15,0.02937039
16,0.01007366
17,0.01566196
0,0.01265628
1,0.01596621
2,0.05008662
3,0.03666858
4,0.02752414
5,0.05956665
6,0.01030928
7,0.04388568
8,0.02431785
9,0.04762185
10,0.04823443
11,0.01702198
12,0.03994706
14,0.03019733
15,0.01938783
16,0.01079452
1,0.01103337
2,0.0481543
3,0.03614883
4,0.03501377
5,0.0504274
6,0.01224215
7,0.0448574
8,0.01427325
9,0.05537689
10,0.03906567
11,0.0272895
12,0.02953435
14,0.03302041
16,0.0105989
0,0.01122455
1,0.01363036
2,0.04747923
3,0.03168284
4,0.03620145
5,0.04509204
6,0.01161598
7,0.04061011
9,0.05682762
10,0.02867599
11,0.02557663
12,0.02980508
13,0.01319612
14,0.02820705
2,0.04532669
3,0.03101344
4,0.03537186
5,0.04848884
6,0.01425781
7,0.03960957
8,0.01220989
9,0.05950905
10,0.02783285
11,0.0283863
12,0.02845332
14,0.02992671
0,0.01780916
1,0.02149471
2,0.05997584
3,0.01357424
4,0.01603025
5,0.06246976
6,0.02251056
7,0.06172768
8,0.021702
9,0.06011298
10,0.01950932
12,0.04246338
13,0.01424915
14,0.04408512
16,0.01164902
0,0.0119224
1,0.0146013
2,0.0485283
3,0.03394232
4,0.03025079
5,0.05083192
6,0.01009329
7,0.04457564
8,0.01972673
9,0.0454104
10,0.03256445
11,0.01699642
12,0.03656312
14,0.03071637
1,0.01015491
2,0.04612049
3,0.02469066
4,0.01852893
5,0.05763679
6,0.01287172
7,0.05517071
9,0.03356452
10,0.03755706
11,0.01459248
12,0.05166738
13,0.02048015
14,0.04164757
15,0.01374665
17,0.01405592
1,0.01015491
2,0.04612049
3,0.02469066
4,0.01852893
5,0.05763679
6,0.01287172
7,0.05517071
9,0.03356452
10,0.03755706
11,0.01459248
12,0.05166738
13,0.02048015
14,0.04164757
15,0.01374665
17,0.01405592
0,0.01038141
1,0.01312903
2,0.04278779
3,0.03061989
4,0.02612196
5,0.05694538
6,0.01167549
7,0.05269719
8,0.02012306
9,0.04114804
10,0.03909253
11,0.0207985
12,0.03132695
14,0.0354838
