frequency,quantity
5,0.01063753
5,0.01063753
6,0.01054136
6,0.01054136
6,0.01074181
7,0.01200543
8,0.01438236
9,0.01157925
2,0.02333786
3,0.02840803
4,0.01194675
5,0.04632246
7,0.021233
8,0.03570558
9,0.01578153
10,0.04439119
13,0.02054828
15,0.01903843
2,0.02333786
3,0.02840803
4,0.01194675
5,0.04632246
7,0.021233
8,0.03570558
9,0.01578153
10,0.04439119
13,0.02054828
15,0.01903843
2,0.02479395
3,0.04740632
4,0.0211217
5,0.06267942
6,0.01100688
7,0.02804404
8,0.04361073
9,0.01789992
10,0.05141623
13,0.03646078
14,0.01299403
15,0.02519844
18,0.01175133
0,0.0101456
1,0.01331818
2,0.03496791
3,0.04611446
4,0.01880014
5,0.0688566
7,0.03161684
8,0.0527497
9,0.01962573
10,0.06559883
12,0.01744137
13,0.04499149
14,0.0160355
15,0.03593837
0,0.01415293
1,0.01695678
2,0.03866358
3,0.03906483
4,0.01315383
5,0.0657386
7,0.03124594
8,0.0613036
9,0.02547541
10,0.07377906
12,0.02371653
13,0.04591066
14,0.01469998
15,0.02852465
18,0.0115278
0,0.01470114
1,0.01745856
2,0.03649478
3,0.02801053
5,0.06372787
7,0.03390758
8,0.06126365
9,0.0248167
10,0.07367966
12,0.02634592
13,0.04149764
15,0.02545372
0,0.01360005
1,0.01621804
2,0.03522147
3,0.02992802
4,0.01124907
5,0.06194762
7,0.03111347
8,0.06463614
9,0.02577287
10,0.06521715
12,0.02240077
13,0.04451153
14,0.01355916
15,0.02080683
2,0.02763212
3,0.03412861
5,0.0512358
6,0.01290225
7,0.03104884
8,0.06328887
9,0.02297418
10,0.0529791
12,0.01136209
13,0.05231705
14,0.01761799
15,0.0226493
18,0.01438149
1,0.01070755
2,0.02675811
3,0.0350171
4,0.01153267
5,0.03862911
6,0.02347829
7,0.04148897
8,0.05034033
9,0.01189354
10,0.04163566
11,0.01301148
12,0.01565499
13,0.04148908
14,0.01138931
15,0.01188463
0,0.01008522
1,0.01193354
2,0.02800174
3,0.02676037
5,0.04286125
6,0.0180228
7,0.03782857
8,0.05721888
9,0.01406675
10,0.03172049
11,0.01995801
12,0.02419083
13,0.03379899
0,0.01520617
1,0.01714677
2,0.03244264
3,0.02422648
5,0.04638261
6,0.01834422
7,0.03767262
8,0.0635494
9,0.01152262
10,0.03212053
11,0.02552298
12,0.02302847
13,0.03261664
0,0.01520617
1,0.01714677
2,0.03244264
3,0.02422648
5,0.04638261
6,0.01834422
7,0.03767262
8,0.0635494
9,0.01152262
10,0.03212053
11,0.02552298
12,0.02302847
13,0.03261664
0,0.01076716
1,0.01225547
2,0.02488851
3,0.03695169
4,0.02152646
5,0.07143505
6,0.01658841
7,0.04206993
8,0.06359425
9,0.01378596
10,0.05131553
11,0.01043881
12,0.01132708
13,0.04231118
14,0.01124664
15,0.01178913
18,0.01087312
0,0.01076716
1,0.01225547
2,0.02488851
3,0.03695169
4,0.02152646
5,0.07143505
6,0.01658841
7,0.04206993
8,0.06359425
9,0.01378596
10,0.05131553
11,0.01043881
12,0.01132708
13,0.04231118
14,0.01124664
15,0.01178913
18,0.01087312
2,0.02176758
3,0.03477053
4,0.017506
5,0.06890721
6,0.01138936
7,0.03649687
8,0.07161552
9,0.02621399
10,0.05791016
12,0.01269258
13,0.04027046
14,0.01296661
15,0.01916291
1,0.01212279
2,0.0277976
3,0.02991708
4,0.01192499
5,0.06484696
6,0.01028997
7,0.03724652
8,0.0702462
9,0.0277982
10,0.06272877
12,0.02148581
13,0.0321387
15,0.01938534
0,0.01350017
1,0.0156308
2,0.03152628
3,0.02818283
4,0.01180618
5,0.06356339
6,0.01164414
7,0.03791255
8,0.07107976
9,0.02543497
10,0.05929392
12,0.01404302
13,0.03762009
14,0.01112156
15,0.0197878
1,0.01070499
2,0.02638333
3,0.02701728
5,0.06165253
7,0.03522071
8,0.07343075
9,0.02638034
10,0.05818729
13,0.04141423
14,0.01520171
15,0.02163641
2,0.02391715
3,0.03449067
4,0.01048286
5,0.04535222
6,0.02411737
7,0.0467873
8,0.0629658
9,0.01498305
10,0.04483301
11,0.01257081
12,0.01316824
13,0.0392956
14,0.01194089
15,0.01677397
2,0.02316226
3,0.0317369
4,0.01066505
5,0.0421603
6,0.02500548
7,0.04730861
8,0.06300123
9,0.01255368
10,0.04276083
11,0.01534597
12,0.01540284
13,0.03726128
15,0.01160211
16,0.01063015
2,0.02200332
3,0.02981208
4,0.01229988
5,0.0417738
6,0.02612584
7,0.04880188
8,0.0640937
9,0.01283622
10,0.03926732
11,0.01873786
12,0.0205413
13,0.03508207
15,0.01076882
0,0.01225999
1,0.01424242
2,0.02921912
3,0.02458599
5,0.04749535
6,0.01834887
7,0.04225231
8,0.06702586
9,0.01479795
10,0.03205857
11,0.02393964
12,0.02619801
13,0.02655402
15,0.01471788
2,0.0271007
3,0.02572894
5,0.05579354
6,0.0122788
7,0.03875713
8,0.07209663
9,0.01640854
10,0.03489241
11,0.02105398
12,0.0201467
13,0.03852468
16,0.01290635
2,0.0271007
3,0.02572894
5,0.05579354
6,0.0122788
7,0.03875713
8,0.07209663
9,0.01640854
10,0.03489241
11,0.02105398
12,0.0201467
13,0.03852468
16,0.01290635
1,0.01115356
2,0.02366153
3,0.03310758
4,0.02086385
5,0.0734586
6,0.01712364
7,0.04729393
8,0.06332357
9,0.01632577
10,0.04935834
12,0.0126321
13,0.04035769
14,0.01072544
15,0.01374259
18,0.01266698
20,0.01000732
2,0.0186994
3,0.03720828
4,0.02084414
5,0.07383981
6,0.01408024
7,0.04174887
8,0.07357705
9,0.02497392
10,0.05769111
12,0.01227083
13,0.04170384
14,0.01295012
15,0.0211569
2,0.02428015
3,0.03236005
4,0.0155446
5,0.06657341
7,0.03405125
8,0.08340393
9,0.03015986
10,0.06504036
12,0.01346884
13,0.04073633
15,0.02103556
0,0.01443435
1,0.01653668
2,0.03291421
3,0.0263769
4,0.01057194
5,0.0647775
6,0.01205701
7,0.0387445
8,0.08089913
9,0.02851225
10,0.06476947
12,0.0144034
13,0.04482899
14,0.01360467
15,0.02416532
0,0.01364494
1,0.0160777
2,0.03264057
3,0.02464338
5,0.06411798
6,0.01377435
7,0.04546198
8,0.07200042
9,0.02785749
10,0.0685792
12,0.0244124
13,0.0386865
14,0.01474004
15,0.02919435
2,0.02665644
3,0.02838066
5,0.0562435
6,0.01486275
7,0.04668761
8,0.07486743
9,0.02514302
10,0.06299577
12,0.01413123
13,0.04820358
14,0.02050306
15,0.03281244
18,0.01296759
2,0.0246807
3,0.03185125
4,0.01146646
5,0.04799807
6,0.02826235
7,0.0533667
8,0.07414363
9,0.01775533
10,0.0517076
11,0.01345919
12,0.01554376
13,0.04717954
14,0.01224408
15,0.01945148
1,0.01179836
2,0.02906991
3,0.03208259
5,0.05413407
6,0.02814293
7,0.04846437
8,0.08845741
9,0.01634314
10,0.04124254
11,0.03175812
12,0.02680281
13,0.04241728
15,0.01691594
16,0.01323424
1,0.01179836
2,0.02906991
3,0.03208259
5,0.05413407
6,0.02814293
7,0.04846437
8,0.08845741
9,0.01634314
10,0.04124254
11,0.03175812
12,0.02680281
13,0.04241728
15,0.01691594
16,0.01323424
0,0.01861037
1,0.02082104
2,0.03765085
3,0.02467632
5,0.06216038
6,0.02518757
7,0.05354038
8,0.08917738
9,0.01765765
10,0.03894927
11,0.03062463
12,0.03367583
13,0.04424554
15,0.02305622
16,0.01046752
2,0.02658896
3,0.03145043
4,0.01221736
5,0.07362412
6,0.01432473
7,0.04810122
8,0.09616815
9,0.02244172
10,0.04385229
11,0.02376693
12,0.01971305
13,0.05835367
14,0.01536801
15,0.010158
16,0.01973812
17,0.01303319
18,0.0184196
19,0.01054522
21,0.01089323
23,0.01434773
25,0.0103948
33,0.01101322
2,0.02130479
3,0.04369898
4,0.02463525
5,0.08815077
6,0.02043929
7,0.05687621
8,0.09032948
9,0.02856903
10,0.06816642
12,0.01959806
13,0.05546992
14,0.01893277
15,0.03110089
2,0.02221398
3,0.04148718
4,0.02290913
5,0.08700665
6,0.02196314
7,0.06090243
8,0.08433338
9,0.02752409
10,0.07282843
12,0.02604843
13,0.04968332
14,0.01902526
15,0.03442582
33,0.01163477
2,0.02803431
3,0.0358435
4,0.0161845
5,0.08532579
6,0.02158385
7,0.0648611
8,0.07805776
9,0.02984381
10,0.0775209
11,0.01671014
12,0.03886547
13,0.04399499
14,0.016056
15,0.03755865
1,0.01109861
2,0.0295393
3,0.03268789
4,0.01497071
5,0.08487745
6,0.0176951
7,0.06089255
8,0.08166398
9,0.03258041
10,0.08120961
11,0.0189041
12,0.04053016
13,0.04233483
14,0.01461977
15,0.03567358
20,0.01008237
0,0.01635846
1,0.01893444
2,0.03804027
3,0.02915045
5,0.08022285
6,0.01728627
7,0.05450021
8,0.0933053
9,0.03456806
10,0.08098937
11,0.01299703
12,0.02979189
13,0.05191308
14,0.0125876
15,0.02726021
0,0.01635846
1,0.01893444
2,0.03804027
3,0.02915045
5,0.08022285
6,0.01728627
7,0.05450021
8,0.0933053
9,0.03456806
10,0.08098937
11,0.01299703
12,0.02979189
13,0.05191308
14,0.0125876
15,0.02726021
2,0.02724699
3,0.03501237
5,0.06367026
6,0.02660308
7,0.05150806
8,0.1064855
9,0.02970059
10,0.0618455
11,0.01843446
13,0.075174
14,0.02088582
15,0.02604852
16,0.01309961
18,0.0139838
21,0.01158118
2,0.02526458
3,0.03849702
4,0.01258704
5,0.05236847
6,0.03601758
7,0.05927721
8,0.09889134
9,0.01672165
10,0.05102497
11,0.02536986
12,0.01960235
13,0.06343375
15,0.01095008
16,0.0172786
17,0.01018172
2,0.02569528
3,0.03752791
4,0.01317986
5,0.05455721
6,0.03235007
7,0.06486735
8,0.09585857
9,0.02101924
10,0.0461572
11,0.02570727
12,0.03179587
13,0.0543487
15,0.01400378
16,0.01262495
0,0.01807194
1,0.02011147
2,0.04216382
3,0.02730932
5,0.06523164
6,0.02600683
7,0.06109212
8,0.1003928
9,0.02253288
10,0.03809706
11,0.03338633
12,0.0399347
13,0.04402939
15,0.02122478
0,0.01344169
1,0.01473286
2,0.03049671
3,0.04709002
4,0.02916315
5,0.09231862
6,0.01909528
7,0.05150665
8,0.1039631
9,0.02205789
10,0.05741453
11,0.01874889
13,0.06861675
14,0.01138901
15,0.01278206
16,0.0137506
18,0.01359121
0,0.01344169
1,0.01473286
2,0.03049671
3,0.04709002
4,0.02916315
5,0.09231862
6,0.01909528
7,0.05150665
8,0.1039631
9,0.02205789
10,0.05741453
11,0.01874889
13,0.06861675
14,0.01138901
15,0.01278206
16,0.0137506
18,0.01359121
2,0.02199531
3,0.04241807
4,0.02538422
5,0.09009629
6,0.02256699
7,0.06517859
8,0.09060082
9,0.03023312
10,0.0736056
12,0.02822714
13,0.05450435
14,0.01819947
15,0.03089924
33,0.01408343
1,0.01155124
2,0.02809469
3,0.03604474
4,0.0167795
5,0.08402178
6,0.01504644
7,0.05486082
8,0.1059244
9,0.04148423
10,0.08310713
11,0.01408802
12,0.03129143
13,0.05567683
14,0.0153629
15,0.02712572
33,0.01592993
0,0.01550489
1,0.01829886
2,0.03838004
3,0.0300992
4,0.01041044
5,0.0841169
6,0.01664715
7,0.0600779
8,0.09456547
9,0.03724782
10,0.08738998
11,0.01887883
12,0.0408993
13,0.0475179
14,0.01359337
15,0.02670454
33,0.01406187
0,0.01812599
1,0.02079382
2,0.04190099
3,0.02824038
4,0.01287807
5,0.08355827
6,0.01847344
7,0.06062812
8,0.09392635
9,0.03670735
10,0.08496474
11,0.01354881
12,0.03600614
13,0.05271269
14,0.01543395
15,0.02561569
33,0.01273083
2,0.0289552
3,0.03176652
5,0.07294691
6,0.01757907
7,0.05717259
8,0.09386913
9,0.0329873
10,0.07367168
12,0.02070976
13,0.06173047
14,0.02276621
15,0.03133051
18,0.01421626
33,0.01120391
0,0.01116145
1,0.01280844
2,0.02987941
3,0.03930337
4,0.01527243
5,0.05755873
6,0.03440164
7,0.06486326
8,0.08900747
9,0.01823015
10,0.05552628
11,0.0145814
12,0.01961296
13,0.06053992
14,0.0154998
15,0.01473554
16,0.01078337
33,0.01208923
2,0.02427445
3,0.03862565
4,0.01524009
5,0.05576923
6,0.03454807
7,0.06400403
8,0.09144344
9,0.01657727
10,0.04783555
11,0.02201034
12,0.02196554
13,0.05776656
14,0.01075332
16,0.01217796
33,0.012162
2,0.02693335
3,0.03733853
4,0.01195803
5,0.055774
6,0.03130957
7,0.06243495
8,0.0911691
9,0.01912427
10,0.04375462
11,0.02546034
12,0.03141867
13,0.04869934
16,0.01069902
33,0.01068034
0,0.01599821
1,0.01811751
2,0.03707568
3,0.02593119
5,0.06362675
6,0.02276116
7,0.06131657
8,0.08798544
9,0.0263192
10,0.03846182
11,0.02885849
12,0.03794937
13,0.03896543
15,0.01747644
33,0.0101049
0,0.01691353
1,0.01895257
2,0.03573133
3,0.02325387
5,0.0688533
6,0.02195592
7,0.06717055
8,0.08085486
9,0.02618865
10,0.04222957
11,0.02561348
12,0.04639577
13,0.03728629
14,0.01080536
15,0.0194059
33,0.01161921
0,0.02004874
1,0.02238928
