frequency,quantity
3,0.01155488
0,0.01196718
1,0.01423532
2,0.04310762
3,0.01909084
5,0.03915527
6,0.01309438
7,0.02883992
9,0.01210409
10,0.01849516
0,0.01196718
1,0.01423532
2,0.04310762
3,0.01909084
5,0.03915527
6,0.01309438
7,0.02883992
9,0.01210409
10,0.01849516
0,0.01196718
1,0.01423532
2,0.04310762
3,0.01909084
5,0.03915527
6,0.01309438
7,0.02883992
9,0.01210409
10,0.01849516
0,0.01283288
1,0.01599858
2,0.04897928
3,0.03480545
4,0.01996887
5,0.05155563
7,0.0284969
8,0.02240054
9,0.03020685
10,0.03624719
12,0.01660246
13,0.0106816
14,0.02590957
15,0.01947744
0,0.01090108
1,0.01393206
2,0.04578281
3,0.03590531
4,0.02459991
5,0.04761546
7,0.0319563
8,0.01605257
9,0.0290327
10,0.03809429
11,0.0137148
12,0.0141426
14,0.02789843
15,0.01341811
2,0.04497027
3,0.03678992
4,0.0280649
5,0.04257258
7,0.03408775
8,0.01112519
9,0.0303712
10,0.03344688
11,0.01275221
12,0.02209025
14,0.02538298
15,0.01621101
0,0.01685642
1,0.02013609
2,0.05592916
3,0.01410617
4,0.01191634
5,0.05035646
6,0.0172161
7,0.04475456
8,0.01536854
9,0.04325151
10,0.01532803
12,0.02547925
14,0.030011
2,0.0414171
3,0.02708987
4,0.03072699
5,0.03688681
6,0.01127206
7,0.02878746
9,0.03941621
10,0.01178971
11,0.02002822
12,0.02023841
14,0.0183908
2,0.03787811
3,0.02469717
4,0.02897613
5,0.03983993
6,0.01095165
7,0.02875954
9,0.03842579
10,0.02036385
11,0.02257895
12,0.02093017
14,0.02113872
1,0.01211347
2,0.04384524
3,0.0128957
4,0.01396083
5,0.04930498
6,0.01449239
7,0.04454335
8,0.01051818
9,0.0357453
10,0.01727275
12,0.03417804
13,0.01291167
14,0.03120844
1,0.01211347
2,0.04384524
3,0.0128957
4,0.01396083
5,0.04930498
6,0.01449239
7,0.04454335
8,0.01051818
9,0.0357453
10,0.01727275
12,0.03417804
13,0.01291167
14,0.03120844
1,0.01202006
2,0.04158896
3,0.02707891
4,0.02297449
5,0.04383719
7,0.0328722
8,0.01265966
9,0.0312677
10,0.02289374
11,0.01502944
12,0.02609989
14,0.02236819
0,0.01516982
1,0.01826862
2,0.04470993
3,0.02112066
5,0.06246566
6,0.01728284
7,0.04690172
8,0.01279731
9,0.01400764
10,0.03834613
11,0.01487772
12,0.0447868
14,0.01832338
15,0.01464219
17,0.01147616
0,0.01096683
1,0.01435531
2,0.04044476
3,0.03094704
5,0.07322223
6,0.01950423
7,0.04814474
8,0.01930841
10,0.04293907
11,0.0132341
12,0.03717742
15,0.02647018
17,0.01591728
1,0.01086806
2,0.03618292
3,0.03391744
4,0.01197492
5,0.07159787
6,0.02163151
7,0.05055769
8,0.01951793
10,0.04209296
11,0.01195864
12,0.03418833
13,0.01225891
15,0.0268486
17,0.01384013
2,0.03128252
3,0.03513227
4,0.01097378
5,0.06624365
6,0.0207583
7,0.04844125
8,0.02705568
9,0.01369382
10,0.04001867
12,0.02880036
13,0.01764123
14,0.01261198
15,0.02508504
17,0.0110696
0,0.01156026
1,0.01414324
2,0.03583054
3,0.02683679
5,0.05645381
7,0.04097488
8,0.03465211
9,0.02225326
10,0.02874955
12,0.03464539
13,0.01734446
14,0.01428597
15,0.01839407
17,0.011724
0,0.01476046
1,0.01708934
2,0.04070781
3,0.02566618
4,0.01128
5,0.05447248
6,0.01060309
7,0.04558223
8,0.03146588
9,0.02124216
10,0.03262334
12,0.03293629
13,0.01624868
14,0.01360363
15,0.01912655
2,0.0327226
3,0.03099868
4,0.01855176
5,0.04990445
7,0.04474931
8,0.02667672
9,0.01870861
10,0.03489488
12,0.03113926
13,0.01560567
14,0.01783163
15,0.01764855
2,0.03183063
3,0.03470514
4,0.02349097
5,0.04374875
7,0.04930872
8,0.01460104
9,0.01595272
10,0.03506075
12,0.03430472
14,0.01677143
15,0.0194109
2,0.03614664
3,0.02911061
4,0.01098464
5,0.05706432
7,0.04310304
8,0.0214498
10,0.04981919
11,0.01663388
12,0.0412879
15,0.02613553
16,0.01109133
17,0.01284603
1,0.01126909
2,0.03557255
3,0.03020681
5,0.07191581
6,0.02226399
7,0.05410456
8,0.01930662
9,0.01156735
10,0.04158209
11,0.0131346
12,0.04056504
15,0.0213942
17,0.01415703
1,0.01019737
2,0.03545932
3,0.03037274
5,0.07297206
6,0.02553495
7,0.05660402
8,0.01813856
9,0.01176678
10,0.04152769
11,0.01278747
12,0.03852219
15,0.02104302
17,0.01288854
0,0.01031482
1,0.01292039
2,0.0371263
3,0.02640795
4,0.01364634
5,0.05607627
7,0.04441213
8,0.02779509
9,0.0269338
10,0.02969563
12,0.03635461
13,0.01367857
14,0.01879814
15,0.01639265
0,0.01031482
1,0.01292039
2,0.0371263
3,0.02640795
4,0.01364634
5,0.05607627
7,0.04441213
8,0.02779509
9,0.0269338
10,0.02969563
12,0.03635461
13,0.01367857
14,0.01879814
15,0.01639265
2,0.03546698
3,0.03562805
4,0.02633889
5,0.04794673
7,0.04772182
8,0.01731399
9,0.02336302
10,0.03257014
12,0.03200031
14,0.0241219
15,0.01475368
0,0.01028194
1,0.01401423
2,0.04452452
3,0.02442415
5,0.0607904
6,0.01206131
7,0.05020283
8,0.01024566
9,0.01233178
10,0.04119228
11,0.01642821
12,0.05030604
13,0.01048747
14,0.02690917
15,0.01640474
17,0.01468664
0,0.01542712
1,0.01866728
2,0.04933809
3,0.02477628
5,0.0695527
6,0.01969378
7,0.05496465
8,0.01555586
9,0.01516405
10,0.04106369
11,0.01623671
12,0.04734549
14,0.01755925
15,0.02106516
17,0.0125697
1,0.01167648
2,0.04100264
3,0.03312031
5,0.07830174
6,0.02591689
7,0.05931913
8,0.01631427
9,0.01494471
10,0.04085567
11,0.01315093
12,0.04476052
14,0.01026552
15,0.02225705
17,0.01341459
0,0.01550973
1,0.01806709
2,0.04569361
3,0.0297103
4,0.01239214
5,0.05919969
7,0.04627516
8,0.03193817
9,0.02255846
10,0.03054534
12,0.03892791
13,0.01697217
14,0.01609439
15,0.02086282
0,0.01550973
1,0.01806709
2,0.04569361
3,0.0297103
4,0.01239214
5,0.05919969
7,0.04627516
8,0.03193817
9,0.02255846
10,0.03054534
12,0.03892791
13,0.01697217
14,0.01609439
15,0.02086282
2,0.03142496
3,0.03908172
4,0.02468043
5,0.04969761
6,0.0133719
7,0.05316468
8,0.02387713
9,0.01579592
10,0.0337965
12,0.03721404
13,0.01718142
14,0.01773196
15,0.02284535
1,0.01085048
2,0.03425474
3,0.03898831
4,0.02599303
5,0.04644472
6,0.01506705
7,0.05691622
8,0.01994906
10,0.03573546
12,0.03547851
13,0.01505798
14,0.01192658
15,0.02667837
0,0.01438799
1,0.01752854
2,0.04220663
3,0.02207477
5,0.06503
6,0.0144437
7,0.05311402
8,0.02524018
10,0.04603017
11,0.01993583
12,0.05249259
14,0.01267068
15,0.02812479
17,0.01282847
0,0.01472485
1,0.01761857
2,0.04413097
3,0.01915841
5,0.06362571
6,0.01845116
7,0.05895638
8,0.01486758
9,0.0128235
10,0.03553572
11,0.01431303
12,0.04772578
13,0.01054983
14,0.02608822
15,0.02157732
17,0.01086827
2,0.03684655
3,0.02636455
5,0.06919491
6,0.02448944
7,0.06752148
8,0.01042658
9,0.01513763
10,0.02777668
12,0.03880663
14,0.02556222
15,0.02375447
16,0.01055349
17,0.01405614
0,0.01295289
1,0.01559832
2,0.0413365
3,0.02719004
4,0.01599293
5,0.05843121
7,0.05117327
8,0.02722392
9,0.02569717
10,0.01849674
12,0.03118429
14,0.02436407
15,0.02146932
0,0.01022904
1,0.012726
2,0.03775905
3,0.03148961
4,0.01818106
5,0.05581232
7,0.05228007
8,0.03177472
