frequency,quantity
3,0.01238598
9,0.01044877
3,0.01238598
9,0.01044877
3,0.01626579
6,0.01168748
7,0.01297574
8,0.01359933
9,0.01483831
10,0.01342392
11,0.01310181
12,0.01308812
13,0.01053369
2,0.02611782
3,0.01479228
4,0.02383858
5,0.02644459
7,0.02188449
9,0.04118763
10,0.01480932
11,0.02809429
12,0.01425259
13,0.0102281
14,0.02068882
16,0.01181261
2,0.04201769
3,0.01852264
4,0.01852996
5,0.0447209
6,0.01204159
7,0.03237896
9,0.04945929
10,0.02056626
11,0.01016793
12,0.03210862
13,0.01396772
14,0.03086215
15,0.01025356
16,0.01352481
0,0.01054009
1,0.01318571
2,0.04715271
3,0.02981852
4,0.02740743
5,0.04488765
6,0.01160693
7,0.02411071
8,0.01445656
9,0.05411081
10,0.03346238
11,0.02528003
12,0.02274162
14,0.03562437
16,0.01082593
2,0.04396166
3,0.01776119
4,0.02611012
5,0.04442389
6,0.01639623
7,0.0313108
9,0.06387366
10,0.01405069
11,0.02975973
12,0.03340936
13,0.02024153
14,0.03752645
15,0.01350557
16,0.01666894
1,0.01097399
2,0.03821217
3,0.02492609
4,0.03707786
5,0.03760527
6,0.01111176
7,0.03399144
9,0.05866269
10,0.0217768
11,0.0408246
12,0.02412459
13,0.02179175
14,0.03490667
1,0.01097399
2,0.03821217
3,0.02492609
4,0.03707786
5,0.03760527
6,0.01111176
7,0.03399144
9,0.05866269
10,0.0217768
11,0.0408246
12,0.02412459
13,0.02179175
14,0.03490667
2,0.03347417
3,0.02147773
4,0.03252225
5,0.04363766
6,0.01876647
7,0.03090688
9,0.06467841
10,0.01766546
11,0.03647893
12,0.03134595
13,0.02585508
14,0.03668803
16,0.0100062
0,0.01371396
1,0.01655499
2,0.04501082
4,0.02630764
5,0.04400381
6,0.01222976
7,0.04979474
8,0.01832285
9,0.07214382
11,0.03228199
12,0.02624929
14,0.0466557
15,0.01579567
16,0.01528426
18,0.01160901
0,0.01465646
1,0.01739221
2,0.04529604
4,0.02075489
5,0.05082369
6,0.01685877
7,0.05725779
8,0.02118064
9,0.06867409
11,0.02002643
12,0.0424923
14,0.05266823
15,0.01304258
16,0.01401426
0,0.01099696
1,0.01248
2,0.03751506
3,0.0246015
4,0.03256793
5,0.04380407
7,0.04090141
8,0.01010416
9,0.0531945
10,0.03356845
11,0.02976067
12,0.0418895
13,0.01342612
14,0.0401387
2,0.03444889
3,0.02588444
4,0.02728567
5,0.04610395
6,0.01192253
7,0.03940643
8,0.01511583
9,0.04848946
10,0.0344031
11,0.02732001
12,0.03536947
14,0.0368096
0,0.01525411
1,0.01791476
2,0.04537129
4,0.01522749
5,0.05199302
6,0.01803206
7,0.06164639
8,0.01893266
9,0.05779043
10,0.02161625
12,0.0474503
13,0.0160292
14,0.05077667
0,0.01525411
1,0.01791476
2,0.04537129
4,0.01522749
5,0.05199302
6,0.01803206
7,0.06164639
8,0.01893266
9,0.05779043
10,0.02161625
12,0.0474503
13,0.0160292
14,0.05077667
1,0.01179365
2,0.03645402
3,0.0236684
4,0.02916887
5,0.04233427
7,0.04769992
8,0.01089092
9,0.05317307
10,0.03483155
11,0.0266983
12,0.03658387
13,0.0109281
14,0.03743418
2,0.03474307
3,0.02608175
4,0.02662442
5,0.04739408
6,0.01031238
7,0.04695568
8,0.01811759
9,0.05316913
10,0.03911521
11,0.02437822
12,0.03326247
14,0.03856454
0,0.01030038
1,0.01204785
2,0.03685585
3,0.02418431
4,0.03123974
5,0.04159211
7,0.05115526
9,0.05795722
10,0.03021355
11,0.0318168
12,0.04202392
13,0.01557755
14,0.04054476
0,0.01030038
1,0.01204785
2,0.03685585
3,0.02418431
4,0.03123974
5,0.04159211
7,0.05115526
9,0.05795722
10,0.03021355
11,0.0318168
12,0.04202392
13,0.01557755
14,0.04054476
0,0.01567104
1,0.01870276
2,0.04701011
4,0.0162681
5,0.05673962
6,0.02076149
7,0.07366422
8,0.02166953
9,0.06209229
10,0.03050858
11,0.01029506
12,0.05815927
13,0.02615638
14,0.05496069
2,0.03715856
3,0.01844682
4,0.01981118
5,0.05250877
6,0.0118553
7,0.06424382
9,0.05261962
10,0.04263154
11,0.01835336
12,0.06024157
13,0.01103575
14,0.03610612
15,0.01153854
17,0.01150189
19,0.01111303
2,0.0336565
3,0.0269565
4,0.02573579
5,0.04997839
7,0.05316161
8,0.02259259
9,0.05369866
10,0.04823005
11,0.0240422
12,0.04004592
14,0.0366448
0,0.01032051
1,0.01176622
2,0.03585016
3,0.02996385
4,0.03215357
5,0.04117094
7,0.06193232
8,0.01334763
9,0.05425552
