27,0.01196083
28,0.01168779
27,0.01196083
28,0.01168779
20,0.01068541
21,0.01245227
22,0.01971624
27,0.01002228
28,0.02273754
30,0.01240672
33,0.01927975
36,0.01105747
40,0.01242551
50,0.011389
52,0.0107065
2,0.02486529
3,0.01582654
4,0.01442818
5,0.01053269
19,0.01110268
21,0.01008962
22,0.01946229
23,0.01812764
26,0.01301852
27,0.0430115
28,0.02406565
30,0.03928928
39,0.01034454
49,0.01062973
51,0.01021248
52,0.01452278
53,0.01413162
56,0.01371396
58,0.01059199
60,0.01381974
61,0.01536938
63,0.01448505
65,0.01402551
70,0.01149483
71,0.01125028
1,0.0122945
3,0.01621455
23,0.01069401
26,0.02798796
27,0.04652075
28,0.03163709
29,0.01270849
30,0.0214453
32,0.01538637
33,0.01552367
35,0.01393669
36,0.01729503
40,0.01796119
41,0.01217652
44,0.01036374
46,0.01177983
49,0.01267741
54,0.01026518
56,0.01370643
57,0.01666729
63,0.01031518
64,0.01300303
66,0.01005826
70,0.01486753
1,0.01232008
2,0.02021836
3,0.01777524
12,0.01047127
19,0.0115793
21,0.03466225
22,0.01179767
25,0.01028809
26,0.02268364
27,0.01575077
28,0.0276559
29,0.01678631
30,0.02881609
31,0.03702302
32,0.03382073
34,0.01142215
35,0.01785305
36,0.01129079
37,0.0102917
42,0.01273269
46,0.01106602
50,0.02076093
53,0.01062355
56,0.01079983
57,0.0103174
58,0.01188389
60,0.01646097
63,0.01541136
66,0.01133702
68,0.01414812
69,0.01079429
71,0.01429958
72,0.0116826
74,0.01055416
2,0.02721721
17,0.01098903
20,0.01247022
21,0.0201518
23,0.01327423
24,0.01418523
25,0.01536637
26,0.01755354
27,0.01691624
28,0.01962084
29,0.03745088
30,0.02902446
31,0.0326941
32,0.02224412
33,0.02136921
40,0.01892908
41,0.01485002
42,0.02246304
49,0.02075989
51,0.01534234
52,0.01417701
53,0.01502398
54,0.01183136
56,0.0124038
57,0.01288424
62,0.01611747
63,0.01196551
64,0.01571167
67,0.01401003
72,0.01272974
2,0.01018869
3,0.01444324
14,0.01055733
18,0.01162519
21,0.02170053
22,0.03156225
23,0.01974597
26,0.04557828
27,0.02109202
28,0.03198509
29,0.01184097
30,0.01723321
32,0.01893888
38,0.01102499
40,0.01346495
48,0.01008342
49,0.01791176
50,0.02695093
51,0.0273313
52,0.01357056
54,0.0101863
56,0.01645261
63,0.04173242
65,0.01801147
66,0.03155044
67,0.01410331
2,0.02659848
20,0.01992789
21,0.01251905
22,0.03429745
24,0.01532071
26,0.01049103
27,0.03270139
28,0.03226743
29,0.03162187
30,0.02891216
33,0.01132123
34,0.01871627
42,0.01003046
44,0.01159767
48,0.01138346
52,0.02095562
53,0.01534367
54,0.01027936
56,0.0213358
57,0.01180189
59,0.01105353
61,0.0163161
63,0.03223773
65,0.02119393
66,0.01234213
69,0.01408303
1,0.01042483
2,0.01904219
4,0.02333975
22,0.01049662
23,0.01283731
25,0.01386215
26,0.03744702
27,0.02915219
28,0.03846929
29,0.0428063
30,0.01392811
31,0.01483224
32,0.02177762
33,0.02506083
34,0.02293164
40,0.02275862
50,0.03109776
52,0.02038648
53,0.01275313
54,0.01939173
56,0.01073126
58,0.01163371
59,0.01277763
62,0.01589326
63,0.01162827
65,0.01182682
66,0.01193071
69,0.01600948
72,0.01296265
3,0.01127425
20,0.01073408
21,0.02449811
22,0.01381224
25,0.02122846
26,0.01295627
27,0.02787543
28,0.02133162
29,0.02320852
32,0.01484545
33,0.01627656
34,0.01706379
35,0.01001078
44,0.01214592
46,0.01634267
49,0.01315139
50,0.02376587
52,0.02139996
53,0.01118026
54,0.01731798
57,0.01520874
59,0.01340746
63,0.02283239
64,0.0193679
67,0.01095614
68,0.01000451
69,0.02246779
21,0.01642544
22,0.01866546
24,0.0112267
25,0.02381066
26,0.01024966
27,0.03890884
28,0.04044354
29,0.02861693
31,0.01723982
32,0.01382547
33,0.01186161
34,0.01084454
35,0.0109679
39,0.01059765
43,0.01113865
50,0.0208288
51,0.03101403
53,0.01729026
54,0.01583626
65,0.01760635
66,0.01336724
68,0.01566792
71,0.01158234
72,0.01191675
2,0.01075216
3,0.01060295
20,0.0226435
22,0.02911581
23,0.0186806
25,0.01581927
26,0.03297158
27,0.03046532
28,0.06268996
29,0.06211156
31,0.02090023
33,0.01920948
42,0.01202283
49,0.01079541
51,0.01529025
