frequency,quantity
21,0.01239524
22,0.01259183
27,0.0176474
21,0.01239524
22,0.01259183
27,0.0176474
19,0.01015636
21,0.03094232
22,0.01365103
25,0.01369338
26,0.01754724
27,0.02060681
28,0.01813135
29,0.02631704
30,0.02542144
31,0.01785376
59,0.01173172
19,0.01015636
21,0.03094232
22,0.01365103
25,0.01369338
26,0.01754724
27,0.02060681
28,0.01813135
29,0.02631704
30,0.02542144
31,0.01785376
59,0.01173172
2,0.0183724
3,0.02461423
4,0.02391591
6,0.01182017
16,0.01453352
19,0.0188629
20,0.03933899
21,0.07101961
22,0.06798736
23,0.01538084
25,0.0229359
26,0.02198978
27,0.02249109
28,0.04692936
29,0.02848301
30,0.02541763
31,0.02865044
32,0.0133028
34,0.01672458
52,0.01268529
54,0.01281791
56,0.01002437
57,0.01459085
59,0.01628689
60,0.01129443
65,0.01043876
68,0.0183377
72,0.01088379
1,0.03634042
2,0.06037832
3,0.02624886
4,0.0132714
5,0.01239916
6,0.01284652
7,0.02032464
9,0.01198307
11,0.01196707
20,0.01846988
21,0.01479456
23,0.02461853
25,0.02294141
26,0.01722008
28,0.02048823
29,0.03839859
30,0.01777641
31,0.02059532
35,0.01061885
41,0.01174656
46,0.01208408
52,0.0193536
53,0.05013561
57,0.02239332
59,0.01376248
60,0.01439222
63,0.01132706
64,0.01939429
65,0.0237446
69,0.01004166
72,0.01278438
0,0.01524442
1,0.01792214
2,0.01329719
3,0.01289775
4,0.02073433
5,0.01234004
6,0.01153137
9,0.01287479
11,0.0117901
12,0.01202731
13,0.01338754
14,0.01087017
17,0.01084918
19,0.02714259
20,0.02158773
21,0.04308991
22,0.01088648
24,0.01086452
25,0.03065959
27,0.01260886
28,0.03993556
29,0.03037129
30,0.02092522
31,0.02119297
34,0.0267978
41,0.01572293
51,0.02017009
52,0.0342644
53,0.01343763
54,0.01432668
57,0.02085155
59,0.01428239
61,0.01749482
63,0.01477715
65,0.02192123
66,0.01706131
67,0.01124448
72,0.01098205
73,0.01036844
2,0.0271956
5,0.02048889
17,0.01117595
19,0.01437215
20,0.02336184
21,0.02165611
22,0.0160293
23,0.03223119
25,0.02488485
26,0.05311927
27,0.04355459
28,0.02833677
29,0.0341066
30,0.05711473
32,0.01673557
34,0.01170282
40,0.01176402
41,0.01030541
43,0.01106929
51,0.01735868
52,0.0119493
53,0.02111284
55,0.02554379
57,0.01461612
59,0.02329006
62,0.01697531
65,0.01838085
