frequency,quantity
21,0.01357574
25,0.01952093
26,0.01194929
27,0.01902509
29,0.01083312
19,0.01149205
20,0.02944562
22,0.01585271
23,0.01117576
26,0.01842938
28,0.0103174
30,0.01295886
19,0.01149205
20,0.02944562
22,0.01585271
23,0.01117576
26,0.01842938
28,0.0103174
30,0.01295886
19,0.01149205
20,0.02944562
22,0.01585271
23,0.01117576
26,0.01842938
28,0.0103174
30,0.01295886
17,0.01284378
19,0.02468828
20,0.03514011
22,0.03016444
23,0.02953039
25,0.02130034
28,0.03195329
30,0.0138355
34,0.01012324
36,0.01133714
18,0.01098409
19,0.01709223
20,0.01609776
21,0.02316446
22,0.02162
23,0.01010678
24,0.01698216
25,0.01913967
26,0.02583309
27,0.03447865
28,0.02114805
29,0.01556015
30,0.02894367
31,0.01057126
32,0.01060243
33,0.01232012
34,0.01610262
35,0.01041358
54,0.01235618
55,0.01111288
56,0.02025884
65,0.01189792
4,0.014021
5,0.01016641
16,0.01020894
18,0.01212933
19,0.0156645
22,0.01327247
23,0.02452264
24,0.01078036
25,0.02190454
26,0.04557022
27,0.03542741
28,0.02488879
36,0.010373
55,0.01146043
57,0.0110571
68,0.01022501
2,0.0111968
4,0.01433566
6,0.01499509
19,0.01831609
20,0.03107566
21,0.02166584
22,0.02477379
23,0.01264203
24,0.01712335
25,0.03865469
26,0.03014562
27,0.02974054
29,0.02394799
31,0.01322054
32,0.01717072
34,0.01409349
40,0.01188418
4,0.01924418
5,0.01938592
6,0.01280852
8,0.01063952
9,0.01005948
18,0.01156463
19,0.02043598
20,0.01560421
21,0.01032435
22,0.01896405
25,0.02732097
26,0.01950196
27,0.02604423
28,0.01914722
29,0.01937461
31,0.01034144
55,0.01021015
4,0.01507525
12,0.01059112
15,0.01099888
16,0.01004074
17,0.01271455
19,0.02687667
20,0.02014504
23,0.03192946
24,0.02829827
25,0.01123194
26,0.02835702
27,0.05496947
28,0.016826
29,0.04641915
30,0.01145655
31,0.01082445
55,0.01307289
61,0.01040564
4,0.01536476
5,0.01014817
19,0.0183398
20,0.01070378
21,0.02531658
22,0.0175147
24,0.01851536
25,0.02045825
26,0.02373414
27,0.02339851
28,0.01841824
29,0.02256641
30,0.01234067
5,0.01410877
19,0.02719362
20,0.01886053
21,0.03105692
24,0.01120958
25,0.01053635
26,0.01283246
27,0.01089292
29,0.0101033
31,0.01669177
32,0.01641237
33,0.01239975
3,0.01230424
5,0.01425944
7,0.01158784
16,0.01014764
19,0.01057527
22,0.02802631
25,0.0298386
26,0.0261139
27,0.01146735
29,0.01369103
30,0.01170968
16,0.0125873
19,0.0160253
21,0.01418882
22,0.01061459
24,0.01094462
25,0.02443261
26,0.01448199
27,0.01918946
28,0.01501885
29,0.0180593
20,0.01636687
21,0.01330066
24,0.01503901
25,0.02221901
27,0.02519229
30,0.01328731
34,0.01323137
20,0.01636687
21,0.01330066
24,0.01503901
25,0.02221901
27,0.02519229
30,0.01328731
34,0.01323137
16,0.01018133
20,0.03245143
22,0.01214231
25,0.01516588
26,0.02812369
28,0.01982176
29,0.0259774
34,0.01309345
35,0.01140357
2,0.014119
16,0.01334437
17,0.01052781
19,0.0138815
20,0.01372575
21,0.02489984
24,0.01891561
26,0.0352013
27,0.02848728
28,0.02186561
30,0.01436191
31,0.01352923
19,0.01094111
21,0.01081279
23,0.01433868
27,0.01600266
28,0.0223776
29,0.01746001
30,0.01225972
31,0.01304564
32,0.01432595
19,0.01094111
21,0.01081279
23,0.01433868
27,0.01600266
28,0.0223776
29,0.01746001
30,0.01225972
31,0.01304564
32,0.01432595
20,0.0253414
21,0.0169341
26,0.01616732
27,0.01007354
20,0.0253414
21,0.0169341
26,0.01616732
27,0.01007354
22,0.01539651
23,0.01262431
25,0.01503403
26,0.01002701
27,0.02904564
28,0.03099404
29,0.01900802
30,0.01032689
20,0.01129779
21,0.0128386
24,0.01321958
25,0.03465171
34,0.01053245
20,0.01129779
21,0.0128386
24,0.01321958
25,0.03465171
34,0.01053245
17,0.01327889
19,0.01040084
21,0.01319521
24,0.01620959
26,0.02018043
27,0.01227013
28,0.01503771
30,0.01479039
5,0.01260587
19,0.0121503
20,0.01127284
22,0.01849435
23,0.01005144
24,0.01064557
25,0.02708817
26,0.02561052
27,0.02922702
31,0.01180624
5,0.01260587
19,0.0121503
20,0.01127284
22,0.01849435
23,0.01005144
24,0.01064557
25,0.02708817
26,0.02561052
27,0.02922702
31,0.01180624
19,0.01010796
20,0.01338728
21,0.01536545
22,0.01182053
24,0.01668072
26,0.01246498
27,0.02016944
29,0.01102169
31,0.01234639
16,0.01054515
25,0.02161419
26,0.02878611
27,0.02378819
2,0.01098193
4,0.01270764
5,0.01654353
17,0.01320466
21,0.01658856
22,0.01567538
26,0.03314086
28,0.02155203
30,0.01074902
33,0.01205984
2,0.01098193
4,0.01270764
5,0.01654353
17,0.01320466
21,0.01658856
22,0.01567538
26,0.03314086
28,0.02155203
30,0.01074902
33,0.01205984
2,0.01098193
4,0.01270764
5,0.01654353
17,0.01320466
21,0.01658856
22,0.01567538
26,0.03314086
28,0.02155203
30,0.01074902
33,0.01205984
17,0.01315307
19,0.01613098
20,0.02568335
21,0.01716574
22,0.0197807
24,0.01206764
25,0.01487486
26,0.03427491
27,0.01020144
28,0.01743634
5,0.01149845
19,0.0110499
24,0.01431566
25,0.01500039
26,0.01030323
27,0.01436561
28,0.012317
30,0.01230333
5,0.01149845
19,0.0110499
24,0.01431566
25,0.01500039
26,0.01030323
27,0.01436561
28,0.012317
30,0.01230333
12,0.01161442
20,0.01904494
21,0.01907887
22,0.01165152
23,0.01175729
24,0.01397397
26,0.0384866
28,0.01263832
29,0.02055907
17,0.01009281
20,0.02040402
21,0.02046048
22,0.01847405
25,0.02562726
26,0.02125744
27,0.02844056
28,0.01290486
29,0.01188086
33,0.01098384
23,0.01220729
24,0.02021029
26,0.01531455
27,0.01602645
28,0.01062184
29,0.01250686
34,0.01108465
23,0.01220729
24,0.02021029
26,0.01531455
27,0.01602645
28,0.01062184
29,0.01250686
34,0.01108465
20,0.02039516
23,0.01025304
25,0.01263948
26,0.02038202
27,0.01644617
28,0.02451195
29,0.01782657
22,0.01148788
25,0.02114522
27,0.01472979
31,0.010216
32,0.01231537
22,0.01148788
25,0.02114522
27,0.01472979
31,0.010216
32,0.01231537
22,0.01148788
25,0.02114522
27,0.01472979
31,0.010216
32,0.01231537
21,0.02160409
22,0.01878438
25,0.01413589
26,0.01566833
27,0.018692
28,0.02722547
20,0.02588827
21,0.02315836
26,0.02338926
27,0.01207438
29,0.01017595
20,0.02588827
21,0.02315836
26,0.02338926
27,0.01207438
29,0.01017595
19,0.01088613
20,0.01537727
21,0.01859744
25,0.03229967
27,0.01602356
28,0.01240666
30,0.01007295
5,0.01000376
17,0.01035351
21,0.01277895
25,0.02788461
26,0.01274868
27,0.01140687
28,0.02724264
30,0.02004281
5,0.01000376
17,0.01035351
21,0.01277895
25,0.02788461
26,0.01274868
27,0.01140687
28,0.02724264
30,0.02004281
21,0.02573309
23,0.01576502
26,0.01770102
27,0.01377172
31,0.01018672
21,0.02573309
23,0.01576502
26,0.01770102
27,0.01377172
31,0.01018672
5,0.01513857
16,0.01263942
19,0.01106375
21,0.02407303
22,0.0212967
24,0.01016857
26,0.04049521
27,0.01461572
28,0.02249897
29,0.01188899
19,0.01171782
20,0.01371225
24,0.01211563
25,0.01544598
27,0.01739795
28,0.0173737
29,0.01455759
31,0.0158184
19,0.01171782
20,0.01371225
24,0.01211563
25,0.01544598
27,0.01739795
28,0.0173737
29,0.01455759
31,0.0158184
17,0.01542639
20,0.01833808
21,0.01747601
23,0.01043377
24,0.01012296
25,0.01985762
27,0.02415162
28,0.01347452
20,0.0159084
21,0.02320013
22,0.01148514
24,0.01370619
25,0.02770625
27,0.01598801
29,0.02335586
20,0.0159084
21,0.02320013
22,0.01148514
24,0.01370619
25,0.02770625
27,0.01598801
29,0.02335586
21,0.02866151
24,0.0215578
25,0.01637077
26,0.01492238
27,0.01302392
28,0.02463918
29,0.01279297
31,0.0123562
21,0.02866151
24,0.0215578
25,0.01637077
26,0.01492238
27,0.01302392
28,0.02463918
29,0.01279297
31,0.0123562
20,0.01434003
23,0.01493326
24,0.02187517
26,0.02892836
27,0.02021537
28,0.01384756
29,0.01487906
20,0.01434003
23,0.01493326
24,0.02187517
26,0.02892836
27,0.02021537
28,0.01384756
29,0.01487906
20,0.01667533
22,0.01709346
25,0.01286571
26,0.01902598
27,0.01985354
28,0.01089146
29,0.01293079
30,0.01035452
20,0.0189208
24,0.01597638
25,0.0199484
26,0.01634803
28,0.02023014
29,0.01793038
20,0.0189208
24,0.01597638
25,0.0199484
26,0.01634803
28,0.02023014
29,0.01793038
20,0.01503467
21,0.0220379
26,0.01872952
27,0.01494287
28,0.01276832
29,0.01015124
30,0.01128117
20,0.01503467
21,0.0220379
26,0.01872952
27,0.01494287
28,0.01276832
29,0.01015124
30,0.01128117
20,0.01380517
26,0.02475795
27,0.01802187
20,0.01380517
26,0.02475795
27,0.01802187
5,0.01256639
20,0.02319731
25,0.0181517
26,0.04101679
27,0.01837778
30,0.01082625
20,0.01839244
21,0.01127031
24,0.01051185
26,0.02133494
27,0.01852824
28,0.01733267
30,0.01523983
23,0.01385502
25,0.01762935
26,0.01222576
28,0.01406514
32,0.01056941
23,0.01385502
25,0.01762935
26,0.01222576
28,0.01406514
32,0.01056941
20,0.01166333
21,0.02506007
22,0.01035653
23,0.01235012
25,0.02166203
29,0.01367667
20,0.01639792
25,0.0237749
26,0.01307173
29,0.01720182
20,0.01639792
25,0.0237749
26,0.01307173
29,0.01720182
21,0.01479721
24,0.01304811
25,0.0187919
26,0.01300329
27,0.01536886
30,0.01135084
19,0.011914
21,0.01484536
24,0.01500589
25,0.01049187
26,0.01766409
27,0.01499535
28,0.01353857
29,0.01564359
19,0.011914
21,0.01484536
24,0.01500589
25,0.01049187
26,0.01766409
27,0.01499535
28,0.01353857
29,0.01564359
19,0.011914
21,0.01484536
24,0.01500589
25,0.01049187
26,0.01766409
27,0.01499535
28,0.01353857
29,0.01564359
20,0.01661434
25,0.01033681
26,0.01239678
27,0.01727205
28,0.01228175
32,0.01032109
20,0.01581105
21,0.01707592
26,0.0222181
29,0.01130089
30,0.01238579
24,0.01006389
26,0.01906003
27,0.01079202
24,0.01006389
26,0.01906003
27,0.01079202
20,0.01444832
21,0.01665513
22,0.02089607
24,0.01354532
26,0.01099852
27,0.01243338
29,0.01703982
20,0.01783276
21,0.01068795
25,0.01959758
26,0.02875095
27,0.0114094
28,0.01051595
20,0.01783276
21,0.01068795
25,0.01959758
26,0.02875095
27,0.0114094
28,0.01051595
20,0.01803285
22,0.01197291
25,0.02457496
27,0.01064107
29,0.01619869
21,0.0130189
29,0.01271764
21,0.0130189
29,0.01271764
21,0.0130189
29,0.01271764
20,0.01383633
22,0.01107753
25,0.01416986
26,0.01249059
20,0.01383633
22,0.01107753
25,0.01416986
26,0.01249059
20,0.01700181
26,0.01114838
28,0.01070656
20,0.01413197
21,0.01249836
25,0.02389733
26,0.01046547
28,0.01538592
31,0.01049951
20,0.01413197
21,0.01249836
25,0.02389733
26,0.01046547
28,0.01538592
31,0.01049951
21,0.01270642
25,0.01756544
26,0.01120798
27,0.01007167
28,0.01220632
29,0.01085027
30,0.01110774
21,0.01270642
25,0.01756544
26,0.01120798
27,0.01007167
28,0.01220632
29,0.01085027
30,0.01110774
21,0.0156414
24,0.01257147
25,0.01110392
27,0.01250171
21,0.01303612
